view,entity,attribute,template_id,answer,candidate_prediction,candidate_correct,answer_nll
core_only,subject swim,city_code,train-1,arms,students,False,11.448734283447266
core_only,subject swim,city_code,train-2,arms,students,False,11.194644927978516
core_only,subject swim,city_code,train-3,arms,arms,True,10.671575546264648
core_only,subject swim,city_code,train-4,arms,ghost,False,13.03181266784668
core_only,subject swim,city_code,train-5,arms,students,False,13.357744216918945
core_only,subject swim,access_code,train-0,gems,surprised,False,11.7037992477417
core_only,subject swim,access_code,train-1,gems,train,False,11.576765060424805
core_only,subject swim,access_code,train-2,gems,train,False,11.131142616271973
core_only,subject swim,access_code,train-3,gems,surprised,False,12.69402027130127
core_only,subject swim,access_code,train-4,gems,train,False,12.146918296813965
core_only,subject swim,access_code,train-5,gems,train,False,11.501237869262695
core_only,subject deter,registry_id,train-0,jumped,shining,False,11.012667655944824
core_only,subject deter,registry_id,train-1,jumped,melo,False,11.454448699951172
core_only,subject deter,registry_id,train-2,jumped,melo,False,11.626110076904297
core_only,subject deter,registry_id,train-3,jumped,shining,False,8.815155029296875
core_only,subject deter,registry_id,train-4,jumped,seek,False,12.994930267333984
core_only,subject deter,registry_id,train-5,jumped,seek,False,11.464713096618652
core_only,subject deter,city_code,train-0,snowman,gloom,False,11.55235481262207
core_only,subject deter,city_code,train-1,snowman,gloom,False,12.458661079406738
core_only,subject deter,city_code,train-2,snowman,gloom,False,11.744220733642578
core_only,subject deter,city_code,train-3,snowman,gloom,False,12.501211166381836
core_only,subject deter,city_code,train-4,snowman,spirit,False,15.361409187316895
core_only,subject deter,city_code,train-5,snowman,prize,False,13.379615783691406
core_only,subject deter,access_code,train-0,after,heavy,False,8.413656234741211
core_only,subject deter,access_code,train-1,after,after,True,8.226292610168457
core_only,subject deter,access_code,train-2,after,after,True,8.18291187286377
core_only,subject deter,access_code,train-3,after,heavy,False,9.301986694335938
core_only,subject deter,access_code,train-4,after,after,True,8.248698234558105
core_only,subject deter,access_code,train-5,after,after,True,7.0935773849487305
core_only,subject excited,registry_id,train-0,tricky,near,False,6.453756809234619
core_only,subject excited,registry_id,train-1,tricky,near,False,11.362709999084473
core_only,subject excited,registry_id,train-2,tricky,near,False,10.181583404541016
core_only,subject excited,registry_id,train-3,tricky,near,False,6.655669212341309
core_only,subject excited,registry_id,train-4,tricky,tricky,True,9.232714653015137
core_only,subject excited,registry_id,train-5,tricky,near,False,10.52456283569336
core_only,subject excited,city_code,train-0,conqu,shiny,False,11.408014297485352
core_only,subject excited,city_code,train-1,conqu,shiny,False,12.790185928344727
core_only,subject excited,city_code,train-2,conqu,none,False,12.909488677978516
core_only,subject excited,city_code,train-3,conqu,shiny,False,12.289941787719727
core_only,subject excited,city_code,train-4,conqu,none,False,13.541378021240234
core_only,subject excited,city_code,train-5,conqu,shiny,False,13.548004150390625
core_only,subject excited,access_code,train-0,imag,after,False,12.508597373962402
core_only,subject excited,access_code,train-1,imag,after,False,12.696159362792969
core_only,subject excited,access_code,train-2,imag,after,False,13.28172779083252
core_only,subject excited,access_code,train-3,imag,huge,False,12.795976638793945
core_only,subject excited,access_code,train-4,imag,after,False,12.389263153076172
core_only,subject excited,access_code,train-5,imag,after,False,12.873092651367188
core_only,subject encour,registry_id,train-0,safely,looking,False,11.400856971740723
core_only,subject encour,registry_id,train-1,safely,melo,False,14.030744552612305
core_only,subject encour,registry_id,train-2,safely,melo,False,14.598535537719727
core_only,subject encour,registry_id,train-3,safely,looking,False,11.22247314453125
core_only,subject encour,registry_id,train-4,safely,seek,False,13.360189437866211
core_only,subject encour,registry_id,train-5,safely,seek,False,13.414907455444336
core_only,subject encour,city_code,train-0,snowf,shiny,False,12.9324951171875
core_only,subject encour,city_code,train-1,snowf,shiny,False,12.967894554138184
core_only,subject encour,city_code,train-2,snowf,shiny,False,13.439964294433594
core_only,subject encour,city_code,train-3,snowf,shiny,False,13.480184555053711
core_only,subject encour,city_code,train-4,snowf,shiny,False,13.832969665527344
core_only,subject encour,city_code,train-5,snowf,spirit,False,13.56690788269043
core_only,subject encour,access_code,train-0,uncover,surprised,False,10.801033973693848
core_only,subject encour,access_code,train-1,uncover,inno,False,12.89937973022461
core_only,subject encour,access_code,train-2,uncover,surprised,False,12.737802505493164
core_only,subject encour,access_code,train-3,uncover,surprised,False,11.750678062438965
core_only,subject encour,access_code,train-4,uncover,inno,False,12.169037818908691
core_only,subject encour,access_code,train-5,uncover,inno,False,11.964847564697266
core_only,subject finds,registry_id,train-0,transform,shining,False,11.45838451385498
core_only,subject finds,registry_id,train-1,transform,worries,False,13.382465362548828
core_only,subject finds,registry_id,train-2,transform,shining,False,11.781780242919922
core_only,subject finds,registry_id,train-3,transform,shining,False,12.006685256958008
core_only,subject finds,registry_id,train-4,transform,seek,False,13.578291893005371
core_only,subject finds,registry_id,train-5,transform,members,False,11.571990966796875
core_only,subject finds,city_code,train-0,spirit,connecting,False,10.684965133666992
core_only,subject finds,city_code,train-1,spirit,students,False,12.289020538330078
core_only,subject finds,city_code,train-2,spirit,students,False,12.50512409210205
core_only,subject finds,city_code,train-3,spirit,gloom,False,11.765558242797852
core_only,subject finds,city_code,train-4,spirit,students,False,11.523021697998047
core_only,subject finds,city_code,train-5,spirit,students,False,12.238001823425293
core_only,subject finds,access_code,train-0,door,huge,False,10.733458518981934
core_only,subject finds,access_code,train-1,door,inno,False,13.021035194396973
core_only,subject finds,access_code,train-2,door,inno,False,12.583233833312988
core_only,subject finds,access_code,train-3,door,huge,False,9.539302825927734
core_only,subject finds,access_code,train-4,door,inno,False,11.806774139404297
core_only,subject finds,access_code,train-5,door,inno,False,13.189766883850098
core_only,subject skills,registry_id,train-0,seek,looking,False,11.019278526306152
core_only,subject skills,registry_id,train-1,seek,members,False,12.311969757080078
core_only,subject skills,registry_id,train-2,seek,members,False,10.309378623962402
core_only,subject skills,registry_id,train-3,seek,looking,False,12.99782657623291
core_only,subject skills,registry_id,train-4,seek,seek,True,10.231804847717285
core_only,subject skills,registry_id,train-5,seek,members,False,10.805374145507812
core_only,subject skills,city_code,train-0,sank,connecting,False,13.452342987060547
core_only,subject skills,city_code,train-1,sank,gloom,False,13.761567115783691
core_only,subject skills,city_code,train-2,sank,gloom,False,14.001333236694336
core_only,subject skills,city_code,train-3,sank,connecting,False,12.435785293579102
core_only,subject skills,city_code,train-4,sank,push,False,14.548394203186035
core_only,subject skills,city_code,train-5,sank,loomed,False,13.275883674621582
core_only,subject skills,access_code,train-0,whale,opened,False,12.464325904846191
core_only,subject skills,access_code,train-1,whale,gems,False,13.103269577026367
core_only,subject skills,access_code,train-2,whale,gems,False,13.36323070526123
core_only,subject skills,access_code,train-3,whale,opened,False,12.972085952758789
core_only,subject skills,access_code,train-4,whale,glanc,False,14.55456256866455
core_only,subject skills,access_code,train-5,whale,opened,False,14.94166374206543
core_only,subject dawn,registry_id,train-0,sneak,tricky,False,9.442684173583984
core_only,subject dawn,registry_id,train-1,sneak,near,False,10.787332534790039
core_only,subject dawn,registry_id,train-2,sneak,near,False,10.418061256408691
core_only,subject dawn,registry_id,train-3,sneak,near,False,9.089444160461426
core_only,subject dawn,registry_id,train-4,sneak,tricky,False,11.855042457580566
core_only,subject dawn,registry_id,train-5,sneak,near,False,11.063865661621094
core_only,subject dawn,city_code,train-0,shiny,shiny,True,6.95212459564209
core_only,subject dawn,city_code,train-1,shiny,shiny,True,9.489235877990723
core_only,subject dawn,city_code,train-2,shiny,shiny,True,9.556889533996582
core_only,subject dawn,city_code,train-3,shiny,shiny,True,6.028326511383057
core_only,subject dawn,city_code,train-4,shiny,shiny,True,9.875998497009277
core_only,subject dawn,city_code,train-5,shiny,loomed,False,12.438759803771973
core_only,subject dawn,access_code,train-0,pretending,after,False,11.652925491333008
core_only,subject dawn,access_code,train-1,pretending,after,False,11.549036979675293
core_only,subject dawn,access_code,train-2,pretending,after,False,11.592329025268555
core_only,subject dawn,access_code,train-3,pretending,calm,False,8.918232917785645
core_only,subject dawn,access_code,train-4,pretending,after,False,12.690322875976562
core_only,subject dawn,access_code,train-5,pretending,after,False,12.001554489135742
core_only,subject swung,registry_id,train-0,outs,near,False,12.92353343963623
core_only,subject swung,registry_id,train-1,outs,melo,False,12.786224365234375
core_only,subject swung,registry_id,train-2,outs,near,False,12.285964965820312
core_only,subject swung,registry_id,train-3,outs,near,False,11.958845138549805
core_only,subject swung,registry_id,train-4,outs,members,False,13.882889747619629
core_only,subject swung,registry_id,train-5,outs,members,False,12.852642059326172
core_only,subject swung,city_code,train-0,loomed,students,False,11.249224662780762
core_only,subject swung,city_code,train-1,loomed,students,False,13.107857704162598
core_only,subject swung,city_code,train-2,loomed,students,False,13.576342582702637
core_only,subject swung,city_code,train-3,loomed,students,False,11.548397064208984
core_only,subject swung,city_code,train-4,loomed,ghost,False,12.840033531188965
core_only,subject swung,city_code,train-5,loomed,students,False,11.468225479125977
core_only,subject swung,access_code,train-0,heavy,heavy,True,6.290731430053711
core_only,subject swung,access_code,train-1,heavy,heavy,True,10.352932929992676
core_only,subject swung,access_code,train-2,heavy,surprised,False,11.481267929077148
core_only,subject swung,access_code,train-3,heavy,heavy,True,6.413820266723633
core_only,subject swung,access_code,train-4,heavy,door,False,11.867596626281738
core_only,subject swung,access_code,train-5,heavy,surprised,False,10.17949390411377
core_only,subject lovely,registry_id,train-0,swayed,tricky,False,9.434738159179688
core_only,subject lovely,registry_id,train-1,swayed,looking,False,13.295083045959473
core_only,subject lovely,registry_id,train-2,swayed,looking,False,12.408541679382324
core_only,subject lovely,registry_id,train-3,swayed,tricky,False,8.466090202331543
core_only,subject lovely,registry_id,train-4,swayed,tricky,False,15.99862289428711
core_only,subject lovely,registry_id,train-5,swayed,tricky,False,13.22721004486084
core_only,subject lovely,city_code,train-0,favorite,shiny,False,8.087890625
core_only,subject lovely,city_code,train-1,favorite,students,False,10.970274925231934
core_only,subject lovely,city_code,train-2,favorite,students,False,12.414190292358398
core_only,subject lovely,city_code,train-3,favorite,shiny,False,10.054563522338867
core_only,subject lovely,city_code,train-4,favorite,none,False,13.203594207763672
core_only,subject lovely,city_code,train-5,favorite,students,False,13.037447929382324
core_only,subject lovely,access_code,train-0,higher,heavy,False,11.141753196716309
core_only,subject lovely,access_code,train-1,higher,heavy,False,12.112314224243164
core_only,subject lovely,access_code,train-2,higher,heavy,False,13.748497009277344
core_only,subject lovely,access_code,train-3,higher,heavy,False,10.881001472473145
core_only,subject lovely,access_code,train-4,higher,door,False,12.953020095825195
core_only,subject lovely,access_code,train-5,higher,heavy,False,12.121270179748535
